ID,category_A,category_B,category_C,category_D,category_E,category_F
QCT1000002094,0,0,0,0,0,0
QCT1000002095,0,0,0,0,0,0
QCT1000002096,0,0,0,0,0,0
QCT1000002097,0,0,0,0,0,0
QCT1000002098,0,0,0,0,0,0
QCT1000002099,0,0,0,0,0,0
QCT1000002100,0,0,0,0,0,0
QCT1000002101,0,0,0,0,0,0
QCT1000002102,0,0,0,0,0,0
QCT1000002103,0,0,0,0,0,0
QCT1000002104,0,0,0,0,0,0
QCT1000002105,0,0,0,0,0,0
QCT1000002106,0,0,0,0,0,0
QCT1000002107,0,0,0,0,0,0
QCT1000002108,0,0,0,0,0,0
QCT1000002109,0,0,0,0,0,0
QCT1000002110,0,0,0,0,0,0
QCT1000002111,0,0,0,0,0,0
QCT1000002112,0,0,0,0,0,0
QCT1000002113,0,0,0,0,0,0
QCT1000002114,0,0,0,0,0,0
QCT1000002115,0,0,0,0,0,0
QCT1000002116,0,0,0,0,0,0
QCT1000002117,0,0,0,0,0,0
QCT1000002118,0,0,0,0,0,0
QCT1000002119,0,0,0,0,0,0
QCT1000002120,0,0,0,0,0,0
QCT1000002121,0,0,0,0,0,0
QCT1000002122,0,0,0,0,0,0
QCT1000002123,0,0,0,0,0,0
QCT1000002124,0,0,0,0,0,0
QCT1000002125,0,0,0,0,0,0
QCT1000002126,0,0,0,0,0,0
QCT1000002127,0,0,0,0,0,0
QCT1000002128,0,0,0,0,0,0
QCT1000002129,0,0,0,0,0,0
QCT1000002130,0,0,0,0,0,0
QCT1000002131,0,0,0,0,0,0
QCT1000002132,0,0,0,0,0,0
QCT1000002133,0,0,0,0,0,0
QCT1000002134,0,0,0,0,0,0
QCT1000002135,0,0,0,0,0,0
QCT1000002136,0,0,0,0,0,0
QCT1000002137,0,0,0,0,0,0
QCT1000002138,0,0,0,0,0,0
QCT1000002139,0,0,0,0,0,0
QCT1000002140,0,0,0,0,0,0
QCT1000002141,0,0,0,0,0,0
QCT1000002142,0,0,0,0,0,0
QCT1000002143,0,0,0,0,0,0
QCT1000002144,0,0,0,0,0,0
QCT1000002145,0,0,0,0,0,0
QCT1000002146,0,0,0,0,0,0
QCT1000002147,0,0,0,0,0,0
QCT1000002148,0,0,0,0,0,0
QCT1000002149,0,0,0,0,0,0
QCT1000002150,0,0,0,0,0,0
QCT1000002151,0,0,0,0,0,0
QCT1000002152,0,0,0,0,0,0
QCT1000002153,0,0,0,0,0,0
QCT1000002154,0,0,0,0,0,0
QCT1000002155,0,0,0,0,0,0
QCT1000002156,0,0,0,0,0,0
QCT1000002157,0,0,0,0,0,0
QCT1000002158,0,0,0,0,0,0
QCT1000002159,0,0,0,0,0,0
QCT1000002160,1,1,1,1,1,1
QCT1000002161,0,0,0,0,0,0
QCT1000002162,0,0,0,0,0,0
QCT1000002163,0,0,0,0,0,0
QCT1000002164,0,0,0,0,0,0
QCT1000002165,0,0,0,0,0,0
QCT1000002166,0,0,0,0,0,0
QCT1000002167,0,0,0,0,0,0
QCT1000002168,0,0,0,0,0,0
QCT1000002169,0,0,0,0,0,0
QCT1000002170,0,0,0,0,0,0
QCT1000002171,0,0,0,0,0,0
QCT1000002172,0,0,0,0,0,0
QCT1000002173,0,0,0,0,0,0
QCT1000002174,0,0,0,0,0,0
QCT1000002175,0,0,0,0,0,0
QCT1000002176,0,0,0,0,0,0
QCT1000002177,0,0,0,0,0,0
QCT1000002178,0,0,0,0,0,0
QCT1000002179,0,0,0,0,0,0
QCT1000002180,0,0,0,0,0,0
QCT1000002181,0,0,0,0,0,0
QCT1000002182,0,0,0,0,0,0
QCT1000002183,0,0,0,0,0,0
QCT1000002184,0,0,0,0,0,0
QCT1000002185,0,0,0,0,0,0
QCT1000002186,0,0,0,0,0,0
QCT1000002187,0,0,0,0,0,0
QCT1000002188,0,0,0,0,0,0
QCT1000002189,0,0,0,0,0,0
QCT1000002190,0,0,0,0,0,0
QCT1000002191,0,0,0,0,0,0
QCT1000002192,0,0,0,0,0,0
QCT1000002193,0,0,0,0,0,0
QCT1000002194,0,0,0,0,0,0
QCT1000002195,0,0,0,0,0,0
QCT1000002196,0,0,0,0,0,0
QCT1000002197,0,0,0,0,0,0
QCT1000002198,0,0,0,0,0,0
QCT1000002199,1,1,1,1,1,1
QCT1000002200,0,0,0,0,0,0
QCT1000002201,0,0,0,0,0,0
QCT1000002202,0,0,0,0,0,0
QCT1000002203,0,0,0,0,0,0
QCT1000002204,0,0,0,0,0,0
QCT1000002205,0,0,0,0,0,0
QCT1000002206,0,0,0,0,0,0
QCT1000002207,0,0,0,0,0,0
QCT1000002208,0,0,0,0,0,0
QCT1000002209,0,0,0,0,0,0
QCT1000002210,0,0,0,0,0,0
QCT1000002211,0,0,0,0,0,0
QCT1000002212,0,0,0,0,0,0
QCT1000002213,0,0,0,0,0,0
QCT1000002214,0,0,0,0,0,0
QCT1000002215,0,0,0,0,0,0
QCT1000002216,0,0,0,0,0,0
QCT1000002217,0,0,0,0,0,0
QCT1000002218,0,0,0,0,0,0
QCT1000002219,0,0,0,0,0,0
QCT1000002220,0,0,0,0,0,0
QCT1000002221,0,0,0,0,0,0
QCT1000002222,0,0,0,0,0,0
QCT1000002223,0,0,0,0,0,0
QCT1000002224,0,0,0,0,0,0
QCT1000002225,0,0,0,0,0,0
QCT1000002226,0,0,0,0,0,0
QCT1000002227,0,0,0,0,0,0
QCT1000002228,0,0,0,0,0,0
QCT1000002229,0,0,0,0,0,0
QCT1000002230,0,0,0,0,0,0
QCT1000002231,0,0,0,0,0,0
QCT1000002232,0,0,0,0,0,0
QCT1000002233,0,0,0,0,0,0
QCT1000002234,0,0,0,0,0,0
QCT1000002235,0,0,0,0,0,0
QCT1000002236,0,0,0,0,0,0
QCT1000002237,0,0,0,0,0,0
QCT1000002238,0,0,0,0,0,0
QCT1000002239,0,0,0,0,0,0
QCT1000002240,0,0,0,0,0,0
QCT1000002241,0,0,0,0,0,0
QCT1000002242,0,0,0,0,0,0
QCT1000002243,0,0,0,0,0,0
QCT1000002244,0,0,0,0,0,0
QCT1000002245,0,0,0,0,0,0
QCT1000002246,0,0,0,0,0,0
QCT1000002247,0,0,0,0,0,0
QCT1000002248,0,0,0,0,0,0
QCT1000002249,0,0,0,0,0,0
QCT1000002250,0,0,0,0,0,0
QCT1000002251,0,0,0,0,0,0
QCT1000002252,0,0,0,0,0,0
QCT1000002253,0,0,0,0,0,0
QCT1000002254,0,0,0,0,0,0
QCT1000002255,0,0,0,0,0,0
QCT1000002256,0,0,0,0,0,0
QCT1000002257,0,0,0,0,0,0
QCT1000002258,0,0,0,0,0,0
QCT1000002259,0,0,0,0,0,0
QCT1000002260,0,0,0,0,0,0
QCT1000002261,0,0,0,0,0,0
QCT1000002262,0,0,0,0,0,0
QCT1000002263,0,0,0,0,0,0
QCT1000002264,0,0,0,0,0,0
QCT1000002265,0,0,0,0,0,0
QCT1000002266,0,0,0,0,0,0
QCT1000002267,0,0,0,0,0,0
QCT1000002268,0,0,0,0,0,0
QCT1000002269,0,0,0,0,0,0
QCT1000002270,0,0,0,0,0,0
QCT1000002271,0,0,0,0,0,0
QCT1000002272,0,0,0,0,0,0
QCT1000002273,0,0,0,0,0,0
QCT1000002274,0,0,0,0,0,0
QCT1000002275,0,0,0,0,0,0
QCT1000002276,0,0,0,0,0,0
QCT1000002277,0,0,0,0,0,0
QCT1000002278,0,0,0,0,0,0
QCT1000002279,0,0,0,0,0,0
QCT1000002280,0,0,0,0,0,0
QCT1000002281,0,0,0,0,0,0
QCT1000002282,0,0,0,0,0,0
QCT1000002283,0,0,0,0,0,0
QCT1000002284,0,0,0,0,0,0
QCT1000002285,0,0,0,0,0,0
QCT1000002286,0,0,0,0,0,0
QCT1000002287,0,0,0,0,0,0
QCT1000002288,0,0,0,0,0,0
QCT1000002289,0,0,0,0,0,0
QCT1000002290,0,0,0,0,0,0
QCT1000002291,0,0,0,0,0,0
QCT1000002292,0,0,0,0,0,0
QCT1000002293,0,0,0,0,0,0
QCT1000002294,0,0,0,0,0,0
QCT1000002295,0,0,0,0,0,0
QCT1000002296,0,0,0,0,0,0
QCT1000002297,0,0,0,0,0,0
QCT1000002298,0,0,0,0,0,0
QCT1000002299,0,0,0,0,0,0
QCT1000002300,0,0,0,0,0,0
QCT1000002301,0,0,0,0,0,0
QCT1000002302,0,0,0,0,0,0
QCT1000002303,0,0,0,0,0,0
QCT1000002304,0,0,0,0,0,0
QCT1000002305,0,0,0,0,0,0
QCT1000002306,0,0,0,0,0,0
QCT1000002307,0,0,0,0,0,0
QCT1000002308,0,0,0,0,0,0
QCT1000002309,0,0,0,0,0,0
QCT1000002310,0,0,0,0,0,0
QCT1000002311,0,0,0,0,0,0
QCT1000002312,0,0,0,0,0,0
QCT1000002313,0,0,0,0,0,0
QCT1000002314,0,0,0,0,0,0
QCT1000002315,0,0,0,0,0,0
QCT1000002316,0,0,0,0,0,0
QCT1000002317,0,0,0,0,0,0
QCT1000002318,1,1,1,1,1,1
QCT1000002319,0,0,0,0,0,0
QCT1000002320,0,0,0,0,0,0
QCT1000002321,0,0,0,0,0,0
QCT1000002322,0,0,0,0,0,0
QCT1000002323,0,0,0,0,0,0
QCT1000002324,0,0,0,0,0,0
QCT1000002325,0,0,0,0,0,0
QCT1000002326,0,0,0,0,0,0
QCT1000002327,0,0,0,0,0,0
QCT1000002328,0,0,0,0,0,0
QCT1000002329,0,0,0,0,0,0
QCT1000002330,0,0,0,0,0,0
QCT1000002331,0,0,0,0,0,0
QCT1000002332,0,0,0,0,0,0
QCT1000002333,0,0,0,0,0,0
QCT1000002334,0,0,0,0,0,0
QCT1000002335,0,0,0,0,0,0
QCT1000002336,0,0,0,0,0,0
QCT1000002337,0,0,0,0,0,0
QCT1000002338,0,0,0,0,0,0
QCT1000002339,0,0,0,0,0,0
QCT1000002340,0,0,0,0,0,0
QCT1000002341,0,0,0,0,0,0
QCT1000002342,0,0,0,0,0,0
QCT1000002343,0,0,0,0,0,0
QCT1000002344,0,0,0,0,0,0
QCT1000002345,0,0,0,0,0,0
QCT1000002346,0,0,0,0,0,0
QCT1000002347,0,0,0,0,0,0
QCT1000002348,0,0,0,0,0,0
QCT1000002349,1,1,1,1,1,1
QCT1000002350,0,0,0,0,0,0
QCT1000002351,0,0,0,0,0,0
QCT1000002352,0,0,0,0,0,0
QCT1000002353,1,1,1,1,1,1
QCT1000002354,1,1,1,1,1,1
QCT1000002355,0,0,0,0,0,0
QCT1000002356,0,0,0,0,0,0
QCT1000002357,0,0,0,0,0,0
QCT1000002358,0,0,0,0,0,0
QCT1000002359,0,0,0,0,0,0
QCT1000002360,0,0,0,0,0,0
QCT1000002361,0,0,0,0,0,0
QCT1000002362,0,0,0,0,0,0
QCT1000002363,0,0,0,0,0,0
QCT1000002364,0,0,0,0,0,0
QCT1000002365,0,0,0,0,0,0
QCT1000002366,0,0,0,0,0,0
QCT1000002367,0,0,0,0,0,0
QCT1000002368,0,0,0,0,0,0
QCT1000002369,0,0,0,0,0,0
QCT1000002370,0,0,0,0,0,0
QCT1000002371,0,0,0,0,0,0
QCT1000002372,0,0,0,0,0,0
QCT1000002373,0,0,0,0,0,0
QCT1000002374,0,0,0,0,0,0
QCT1000002375,0,0,0,0,0,0
QCT1000002376,0,0,0,0,0,0
QCT1000002377,0,0,0,0,0,0
QCT1000002378,0,0,0,0,0,0
QCT1000002379,0,0,0,0,0,0
QCT1000002380,1,1,1,1,1,1
QCT1000002381,0,0,0,0,0,0
QCT1000002382,0,0,0,0,0,0
QCT1000002383,0,0,0,0,0,0
QCT1000002384,0,0,0,0,0,0
QCT1000002385,0,0,0,0,0,0
QCT1000002386,0,0,0,0,0,0
QCT1000002387,0,0,0,0,0,0
QCT1000002388,0,0,0,0,0,0
QCT1000002389,0,0,0,0,0,0
QCT1000002390,0,0,0,0,0,0
QCT1000002391,0,0,0,0,0,0
QCT1000002392,0,0,0,0,0,0
QCT1000002393,0,0,0,0,0,0
QCT1000002394,0,0,0,0,0,0
QCT1000002395,0,0,0,0,0,0
QCT1000002396,0,0,0,0,0,0
QCT1000002397,0,0,0,0,0,0
QCT1000002398,0,0,0,0,0,0
QCT1000002399,0,0,0,0,0,0
QCT1000002400,0,0,0,0,0,0
QCT1000002401,0,0,0,0,0,0
QCT1000002402,0,0,0,0,0,0
QCT1000002403,0,0,0,0,0,0
QCT1000002404,0,0,0,0,0,0
QCT1000002405,0,0,0,0,0,0
QCT1000002406,0,0,0,0,0,0
QCT1000002407,0,0,0,0,0,0
QCT1000002408,0,0,0,0,0,0
QCT1000002409,0,0,0,0,0,0
QCT1000002410,0,0,0,0,0,0
QCT1000002411,0,0,0,0,0,0
QCT1000002412,0,0,0,0,0,0
QCT1000002413,0,0,0,0,0,0
QCT1000002414,0,0,0,0,0,0
QCT1000002415,0,0,0,0,0,0
QCT1000002416,1,1,1,1,1,1
QCT1000002417,0,0,0,0,0,0
QCT1000002418,0,0,0,0,0,0
QCT1000002419,0,0,0,0,0,0
QCT1000002420,0,0,0,0,0,0
QCT1000002421,0,0,0,0,0,0
QCT1000002422,0,0,0,0,0,0
QCT1000002423,0,0,0,0,0,0
QCT1000002424,0,0,0,0,0,0
QCT1000002425,0,0,0,0,0,0
QCT1000002426,0,0,0,0,0,0
QCT1000002427,0,0,0,0,0,0
QCT1000002428,0,0,0,0,0,0
QCT1000002429,0,0,0,0,0,0
QCT1000002430,1,1,1,1,1,1
QCT1000002431,1,1,1,1,1,1
QCT1000002432,0,0,0,0,0,0
QCT1000002433,0,0,0,0,0,0
QCT1000002434,0,0,0,0,0,0
QCT1000002435,0,0,0,0,0,0
QCT1000002436,0,0,0,0,0,0
QCT1000002437,1,1,1,1,1,1
QCT1000002438,0,0,0,0,0,0
QCT1000002439,1,1,1,1,1,1
QCT1000002440,0,0,0,0,0,0
QCT1000002441,0,0,0,0,0,0
QCT1000002442,0,0,0,0,0,0
QCT1000002443,0,0,0,0,0,0
QCT1000002444,0,0,0,0,0,0
QCT1000002445,0,0,0,0,0,0
QCT1000002446,0,0,0,0,0,0
QCT1000002447,0,0,0,0,0,0
QCT1000002448,0,0,0,0,0,0
QCT1000002449,0,0,0,0,0,0
QCT1000002450,0,0,0,0,0,0
QCT1000002451,0,0,0,0,0,0
QCT1000002452,0,0,0,0,0,0
QCT1000002453,0,0,0,0,0,0
QCT1000002454,0,0,0,0,0,0
QCT1000002455,0,0,0,0,0,0
QCT1000002456,0,0,0,0,0,0
QCT1000002457,0,0,0,0,0,0
QCT1000002458,0,0,0,0,0,0
QCT1000002459,0,0,0,0,0,0
QCT1000002460,0,0,0,0,0,0
QCT1000002461,0,0,0,0,0,0
QCT1000002462,0,0,0,0,0,0
QCT1000002463,0,0,0,0,0,0
QCT1000002464,0,0,0,0,0,0
QCT1000002465,0,0,0,0,0,0
QCT1000002466,0,0,0,0,0,0
QCT1000002467,0,0,0,0,0,0
QCT1000002468,0,0,0,0,0,0
QCT1000002469,0,0,0,0,0,0
QCT1000002470,0,0,0,0,0,0
QCT1000002471,0,0,0,0,0,0
QCT1000002472,0,0,0,0,0,0
QCT1000002473,0,0,0,0,0,0
QCT1000002474,0,0,0,0,0,0
QCT1000002475,0,0,0,0,0,0
QCT1000002476,0,0,0,0,0,0
QCT1000002477,0,0,0,0,0,0
QCT1000002478,0,0,0,0,0,0
QCT1000002479,0,0,0,0,0,0
QCT1000002480,0,0,0,0,0,0
QCT1000002481,0,0,0,0,0,0
QCT1000002482,0,0,0,0,0,0
QCT1000002483,0,0,0,0,0,0
QCT1000002484,0,0,0,0,0,0
QCT1000002485,0,0,0,0,0,0
QCT1000002486,0,0,0,0,0,0
QCT1000002487,0,0,0,0,0,0
QCT1000002488,0,0,0,0,0,0
QCT1000002489,0,0,0,0,0,0
QCT1000002490,0,0,0,0,0,0
QCT1000002491,0,0,0,0,0,0
QCT1000002492,1,1,1,1,1,1
QCT1000002493,0,0,0,0,0,0
QCT1000002494,1,1,1,1,1,1
QCT1000002495,1,1,1,1,1,1
QCT1000002496,1,1,1,1,1,1
QCT1000002497,0,0,0,0,0,0
QCT1000002498,0,0,0,0,0,0
QCT1000002499,0,0,0,0,0,0
QCT1000002500,0,0,0,0,0,0
QCT1000002501,1,1,1,1,1,1
QCT1000002502,0,0,0,0,0,0
QCT1000002503,0,0,0,0,0,0
QCT1000002504,0,0,0,0,0,0
QCT1000002505,0,0,0,0,0,0
QCT1000002506,0,0,0,0,0,0
QCT1000002507,0,0,0,0,0,0
QCT1000002508,0,0,0,0,0,0
QCT1000002509,0,0,0,0,0,0
QCT1000002510,0,0,0,0,0,0
QCT1000002511,0,0,0,0,0,0
QCT1000002512,0,0,0,0,0,0
QCT1000002513,0,0,0,0,0,0
QCT1000002514,0,0,0,0,0,0
QCT1000002515,0,0,0,0,0,0
QCT1000002516,0,0,0,0,0,0
QCT1000002517,0,0,0,0,0,0
QCT1000002518,0,0,0,0,0,0
QCT1000002519,0,0,0,0,0,0
QCT1000002520,0,0,0,0,0,0
QCT1000002521,1,1,1,1,1,1
QCT1000002522,0,0,0,0,0,0
QCT1000002523,0,0,0,0,0,0
QCT1000002524,1,1,1,1,1,1
QCT1000002525,1,1,1,1,1,1
QCT1000002526,0,0,0,0,0,0
QCT1000002527,0,0,0,0,0,0
QCT1000002528,0,0,0,0,0,0
QCT1000002529,0,0,0,0,0,0
QCT1000002530,0,0,0,0,0,0
QCT1000002531,0,0,0,0,0,0
QCT1000002532,1,1,1,1,1,1
QCT1000002533,1,1,1,1,1,1
QCT1000002534,0,0,0,0,0,0
QCT1000002535,0,0,0,0,0,0
QCT1000002536,0,0,0,0,0,0
QCT1000002537,0,0,0,0,0,0
QCT1000002538,0,0,0,0,0,0
QCT1000002539,0,0,0,0,0,0
QCT1000002540,0,0,0,0,0,0
QCT1000002541,0,0,0,0,0,0
QCT1000002542,0,0,0,0,0,0
QCT1000002543,0,0,0,0,0,0
QCT1000002544,1,1,1,1,1,1
QCT1000002545,0,0,0,0,0,0
QCT1000002546,0,0,0,0,0,0
QCT1000002547,0,0,0,0,0,0
QCT1000002548,0,0,0,0,0,0
QCT1000002549,0,0,0,0,0,0
QCT1000002550,0,0,0,0,0,0
QCT1000002551,0,0,0,0,0,0
QCT1000002552,0,0,0,0,0,0
QCT1000002553,0,0,0,0,0,0
QCT1000002554,0,0,0,0,0,0
QCT1000002555,0,0,0,0,0,0
QCT1000002556,0,0,0,0,0,0
QCT1000002557,0,0,0,0,0,0
QCT1000002558,0,0,0,0,0,0
QCT1000002559,0,0,0,0,0,0
QCT1000002560,0,0,0,0,0,0
QCT1000002561,0,0,0,0,0,0
QCT1000002562,0,0,0,0,0,0
QCT1000002563,0,0,0,0,0,0
QCT1000002564,0,0,0,0,0,0
QCT1000002565,0,0,0,0,0,0
QCT1000002566,0,0,0,0,0,0
QCT1000002567,0,0,0,0,0,0
QCT1000002568,0,0,0,0,0,0
QCT1000002569,0,0,0,0,0,0
QCT1000002570,0,0,0,0,0,0
QCT1000002571,0,0,0,0,0,0
QCT1000002572,0,0,0,0,0,0
QCT1000002573,0,0,0,0,0,0
QCT1000002574,0,0,0,0,0,0
QCT1000002575,0,0,0,0,0,0
QCT1000002576,1,1,1,1,1,1
QCT1000002577,0,0,0,0,0,0
QCT1000002578,0,0,0,0,0,0
QCT1000002579,0,0,0,0,0,0
QCT1000002580,0,0,0,0,0,0
QCT1000002581,0,0,0,0,0,0
QCT1000002582,0,0,0,0,0,0
QCT1000002583,0,0,0,0,0,0
QCT1000002584,1,1,1,1,1,1
QCT1000002585,0,0,0,0,0,0
QCT1000002586,0,0,0,0,0,0
QCT1000002587,0,0,0,0,0,0
QCT1000002588,0,0,0,0,0,0
QCT1000002589,0,0,0,0,0,0
QCT1000002590,0,0,0,0,0,0
QCT1000002591,0,0,0,0,0,0
QCT1000002592,0,0,0,0,0,0
QCT1000002593,0,0,0,0,0,0
QCT1000002594,0,0,0,0,0,0
QCT1000002595,0,0,0,0,0,0
QCT1000002596,0,0,0,0,0,0
QCT1000002597,0,0,0,0,0,0
QCT1000002598,0,0,0,0,0,0
QCT1000002599,0,0,0,0,0,0
QCT1000002600,0,0,0,0,0,0
QCT1000002601,0,0,0,0,0,0
QCT1000002602,0,0,0,0,0,0
QCT1000002603,0,0,0,0,0,0
QCT1000002604,0,0,0,0,0,0
QCT1000002605,1,1,1,1,1,1
QCT1000002606,0,0,0,0,0,0
QCT1000002607,0,0,0,0,0,0
QCT1000002608,0,0,0,0,0,0
QCT1000002609,0,0,0,0,0,0
QCT1000002610,0,0,0,0,0,0
QCT1000002611,0,0,0,0,0,0
QCT1000002612,0,0,0,0,0,0
QCT1000002613,0,0,0,0,0,0
QCT1000002614,0,0,0,0,0,0
QCT1000002615,0,0,0,0,0,0
QCT1000002616,0,0,0,0,0,0
QCT1000002617,0,0,0,0,0,0
QCT1000002618,0,0,0,0,0,0
QCT1000002619,0,0,0,0,0,0
QCT1000002620,0,0,0,0,0,0
QCT1000002621,0,0,0,0,0,0
QCT1000002622,0,0,0,0,0,0
QCT1000002623,0,0,0,0,0,0
QCT1000002624,0,0,0,0,0,0
QCT1000002625,0,0,0,0,0,0
QCT1000002626,0,0,0,0,0,0
QCT1000002627,1,1,1,1,1,1
QCT1000002628,1,1,1,1,1,1
QCT1000002629,1,1,1,1,1,1
QCT1000002630,1,1,1,1,1,1
QCT1000002631,0,0,0,0,0,0
QCT1000002632,1,1,1,1,1,1
QCT1000002633,0,0,0,0,0,0
QCT1000002634,0,0,0,0,0,0
QCT1000002635,0,0,0,0,0,0
QCT1000002636,0,0,0,0,0,0
QCT1000002637,0,0,0,0,0,0
QCT1000002638,0,0,0,0,0,0
QCT1000002639,0,0,0,0,0,0
QCT1000002640,0,0,0,0,0,0
QCT1000002641,0,0,0,0,0,0
QCT1000002642,0,0,0,0,0,0
QCT1000002643,0,0,0,0,0,0
QCT1000002644,0,0,0,0,0,0
QCT1000002645,0,0,0,0,0,0
QCT1000002646,0,0,0,0,0,0
QCT1000002647,0,0,0,0,0,0
QCT1000002648,0,0,0,0,0,0
QCT1000002649,0,0,0,0,0,0
QCT1000002650,0,0,0,0,0,0
QCT1000002651,0,0,0,0,0,0
QCT1000002652,0,0,0,0,0,0
QCT1000002653,0,0,0,0,0,0
QCT1000002654,0,0,0,0,0,0
QCT1000002655,0,0,0,0,0,0
QCT1000002656,0,0,0,0,0,0
QCT1000002657,0,0,0,0,0,0
QCT1000002658,0,0,0,0,0,0
QCT1000002659,0,0,0,0,0,0
QCT1000002660,0,0,0,0,0,0
QCT1000002661,0,0,0,0,0,0
QCT1000002662,0,0,0,0,0,0
QCT1000002663,0,0,0,0,0,0
QCT1000002664,0,0,0,0,0,0
QCT1000002665,0,0,0,0,0,0
QCT1000002666,0,0,0,0,0,0
QCT1000002667,0,0,0,0,0,0
QCT1000002668,0,0,0,0,0,0
QCT1000002669,0,0,0,0,0,0
QCT1000002670,0,0,0,0,0,0
QCT1000002671,0,0,0,0,0,0
QCT1000002672,0,0,0,0,0,0
QCT1000002673,0,0,0,0,0,0
QCT1000002674,0,0,0,0,0,0
QCT1000002675,0,0,0,0,0,0
QCT1000002676,0,0,0,0,0,0
QCT1000002677,0,0,0,0,0,0
QCT1000002678,0,0,0,0,0,0
QCT1000002679,0,0,0,0,0,0
QCT1000002680,0,0,0,0,0,0
QCT1000002681,0,0,0,0,0,0
QCT1000002682,0,0,0,0,0,0
QCT1000002683,0,0,0,0,0,0
QCT1000002684,0,0,0,0,0,0
QCT1000002685,0,0,0,0,0,0
QCT1000002686,0,0,0,0,0,0
QCT1000002687,0,0,0,0,0,0
QCT1000002688,0,0,0,0,0,0
QCT1000002689,1,1,1,1,1,1
QCT1000002690,0,0,0,0,0,0
QCT1000002691,0,0,0,0,0,0
QCT1000002692,0,0,0,0,0,0
QCT1000002693,0,0,0,0,0,0
QCT1000002694,0,0,0,0,0,0
QCT1000002695,0,0,0,0,0,0
QCT1000002696,0,0,0,0,0,0
QCT1000002697,1,1,1,1,1,1
QCT1000002698,0,0,0,0,0,0
QCT1000002699,0,0,0,0,0,0
QCT1000002700,0,0,0,0,0,0
QCT1000002701,0,0,0,0,0,0
QCT1000002702,0,0,0,0,0,0
QCT1000002703,0,0,0,0,0,0
QCT1000002704,0,0,0,0,0,0
QCT1000002705,0,0,0,0,0,0
QCT1000002706,0,0,0,0,0,0
QCT1000002707,0,0,0,0,0,0
QCT1000002708,0,0,0,0,0,0
QCT1000002709,0,0,0,0,0,0
QCT1000002710,0,0,0,0,0,0
QCT1000002711,0,0,0,0,0,0
QCT1000002712,0,0,0,0,0,0
QCT1000002713,0,0,0,0,0,0
QCT1000002714,0,0,0,0,0,0
QCT1000002715,0,0,0,0,0,0
QCT1000002716,0,0,0,0,0,0
QCT1000002717,0,0,0,0,0,0
QCT1000002718,0,0,0,0,0,0
QCT1000002719,0,0,0,0,0,0
QCT1000002720,0,0,0,0,0,0
QCT1000002721,1,1,1,1,1,1
QCT1000002722,0,0,0,0,0,0
QCT1000002723,0,0,0,0,0,0
QCT1000002724,0,0,0,0,0,0
QCT1000002725,1,1,1,1,1,1
QCT1000002726,0,0,0,0,0,0
QCT1000002727,1,1,1,1,1,1
QCT1000002728,0,0,0,0,0,0
QCT1000002729,0,0,0,0,0,0
QCT1000002730,0,0,0,0,0,0
QCT1000002731,1,1,1,1,1,1
QCT1000002732,0,0,0,0,0,0
QCT1000002733,0,0,0,0,0,0
QCT1000002734,0,0,0,0,0,0
QCT1000002735,1,1,1,1,1,1
QCT1000002736,0,0,0,0,0,0
QCT1000002737,0,0,0,0,0,0
QCT1000002738,0,0,0,0,0,0
QCT1000002739,0,0,0,0,0,0
QCT1000002740,0,0,0,0,0,0
QCT1000002741,0,0,0,0,0,0
QCT1000002742,0,0,0,0,0,0
QCT1000002743,0,0,0,0,0,0
QCT1000002744,0,0,0,0,0,0
QCT1000002745,0,0,0,0,0,0
QCT1000002746,0,0,0,0,0,0
QCT1000002747,0,0,0,0,0,0
QCT1000002748,0,0,0,0,0,0
QCT1000002749,0,0,0,0,0,0
QCT1000002750,0,0,0,0,0,0
QCT1000002751,0,0,0,0,0,0
QCT1000002752,1,1,1,1,1,1
QCT1000002753,0,0,0,0,0,0
QCT1000002754,0,0,0,0,0,0
QCT1000002755,0,0,0,0,0,0
QCT1000002756,0,0,0,0,0,0
QCT1000002757,0,0,0,0,0,0
QCT1000002758,0,0,0,0,0,0
QCT1000002759,0,0,0,0,0,0
QCT1000002760,0,0,0,0,0,0
QCT1000002761,0,0,0,0,0,0
QCT1000002762,0,0,0,0,0,0
QCT1000002763,0,0,0,0,0,0
QCT1000002764,0,0,0,0,0,0
QCT1000002765,0,0,0,0,0,0
QCT1000002766,0,0,0,0,0,0
QCT1000002767,0,0,0,0,0,0
QCT1000002768,0,0,0,0,0,0
QCT1000002769,0,0,0,0,0,0
QCT1000002770,0,0,0,0,0,0
QCT1000002771,0,0,0,0,0,0
QCT1000002772,0,0,0,0,0,0
QCT1000002773,0,0,0,0,0,0
QCT1000002774,0,0,0,0,0,0
QCT1000002775,0,0,0,0,0,0
QCT1000002776,0,0,0,0,0,0
QCT1000002777,0,0,0,0,0,0
QCT1000002778,0,0,0,0,0,0
QCT1000002779,0,0,0,0,0,0
QCT1000002780,0,0,0,0,0,0
QCT1000002781,0,0,0,0,0,0
QCT1000002782,0,0,0,0,0,0
QCT1000002783,0,0,0,0,0,0
QCT1000002784,0,0,0,0,0,0
QCT1000002785,0,0,0,0,0,0
QCT1000002786,0,0,0,0,0,0
QCT1000002787,0,0,0,0,0,0
QCT1000002788,0,0,0,0,0,0
QCT1000002789,0,0,0,0,0,0
QCT1000002790,0,0,0,0,0,0
QCT1000002791,0,0,0,0,0,0
